user_id,operator_id,operator_calls,operator_missed_rate,team_missed_rate,diff,relative_diff,p_value,fail_missed,fail_waiting,operator_median_waiting,team_median_waiting,fail_outbound,operator_median_weekly_outbound,team_median_weekly_outbound,fail_count,status
167059,911136.0,46.0,0.021739130434782608,0.056179775280898875,0.03444064484611627,0.6130434782608696,0.3574025301651933,False,False,71.5,80.0,False,,,0,Normal
167059,911138.0,56.0,0.05357142857142857,0.0379746835443038,-0.01559674502712477,-0.4107142857142856,0.6648336189232126,False,False,100.0,61.0,False,,,0,Normal
167059,911140.0,33.0,0.06060606060606061,0.0392156862745098,-0.021390374331550804,-0.5454545454545455,0.6042567690199045,False,False,49.0,91.0,False,,,0,Normal
167060,930908.0,,,,,,,False,False,,,False,5.0,25.0,0,Normal
167060,930914.0,,,,,,,False,False,,,False,27.5,5.0,0,Normal
167071,913938.0,77.0,0.16883116883116883,0.32941176470588235,0.16058059587471352,0.4874768089053803,0.018895709732532975,False,False,531.0,253.0,False,38.0,44.5,0,Normal
167071,913942.0,85.0,0.32941176470588235,0.16883116883116883,-0.16058059587471352,-0.951131221719457,0.018895709732532975,True,False,253.0,531.0,False,44.5,38.0,1,Atenção
167078,900592.0,,,,,,,False,False,,,False,16.0,16.0,0,Normal
167078,935348.0,,,,,,,False,False,,,False,19.0,13.0,0,Normal
167109,906294.0,49.0,0.02040816326530612,0.0,-0.02040816326530612,-inf,0.4019987124631689,False,False,25.0,12.0,False,31.0,16.0,0,Normal
167109,906296.0,,,,,,,False,False,,,False,14.5,18.5,0,Normal
167109,907178.0,,,,,,,False,False,,,False,9.0,19.0,0,Normal
167109,907180.0,,,,,,,False,False,,,False,2.0,19.0,0,Normal
167109,907182.0,34.0,0.0,0.02040816326530612,0.02040816326530612,1.0,0.4019987124631689,False,False,12.0,25.0,False,18.0,17.5,0,Normal
167109,907224.0,,,,,,,False,False,,,False,23.5,17.0,0,Normal
167109,909910.0,,,,,,,False,False,,,False,20.5,17.5,0,Normal
167112,904014.0,,,,,,,False,False,,,False,80.5,224.0,0,Normal
167112,904016.0,,,,,,,False,False,,,False,489.5,23.0,0,Normal
167150,905538.0,54.0,0.037037037037037035,0.04938271604938271,0.012345679012345678,0.25,0.7331057124130174,False,False,64.0,29.0,False,250.0,45.0,0,Normal
167150,905542.0,50.0,0.06,0.03529411764705882,-0.024705882352941175,-0.7,0.5011679228472321,False,False,29.0,48.0,False,165.0,45.0,0,Normal
167150,905564.0,31.0,0.03225806451612903,0.04807692307692308,0.015818858560794048,0.3290322580645162,0.7075719661815962,False,False,28.0,40.5,False,62.0,70.0,0,Normal
167150,905566.0,,,,,,,False,False,,,False,61.0,66.0,0,Normal
167150,905570.0,,,,,,,False,False,,,True,5.0,83.0,1,Atenção
167150,905574.0,,,,,,,False,False,,,True,24.0,83.0,1,Atenção
167172,926490.0,,,,,,,False,False,,,False,13.0,11.0,0,Normal
167172,929228.0,,,,,,,False,False,,,False,10.0,12.5,0,Normal
167175,905842.0,,,,,,,False,False,,,False,78.0,57.0,0,Normal
167175,905844.0,,,,,,,False,False,,,False,84.0,63.0,0,Normal
167176,905104.0,63.0,0.09523809523809523,0.04225352112676056,-0.05298457411133467,-1.253968253968254,0.2213312089358962,False,False,66.0,23.0,False,10.0,11.0,0,Normal
167176,907952.0,36.0,0.05555555555555555,0.07142857142857142,0.015873015873015872,0.2222222222222222,0.7448883752225071,False,False,20.0,53.0,False,16.0,10.5,0,Normal
167176,907964.0,,,,,,,False,False,,,False,8.0,11.0,0,Normal
167176,907970.0,,,,,,,False,False,,,False,12.5,9.5,0,Normal
167176,907982.0,35.0,0.02857142857142857,0.08080808080808081,0.05223665223665225,0.6464285714285715,0.2885925222845065,False,False,36.0,47.0,False,6.0,12.0,0,Normal
167176,907986.0,,,,,,,False,False,,,False,42.0,9.0,0,Normal
167176,907994.0,,,,,,,False,False,,,False,13.0,11.0,0,Normal
167180,905930.0,,,,,,,False,False,,,False,26.0,11.0,0,Normal
167180,905932.0,,,,,,,False,False,,,False,25.5,4.5,0,Normal
167180,905934.0,,,,,,,False,False,,,False,1.0,26.0,0,Normal
167188,914238.0,,,,,,,False,False,,,False,24.5,4.0,0,Normal
167246,908078.0,,,,,,,False,False,,,False,6.0,1.5,0,Normal
167246,908082.0,,,,,,,False,False,,,False,2.0,6.0,0,Normal
167264,919552.0,64.0,0.015625,0.14666666666666667,0.13104166666666667,0.8934659090909091,0.0061092764486515945,False,False,583.5,544.0,False,,,0,Normal
167264,919554.0,75.0,0.14666666666666667,0.015625,-0.13104166666666667,-8.386666666666667,0.0061092764486515945,True,False,544.0,583.5,False,,,1,Atenção
167359,912722.0,,,,,,,False,False,,,False,32.0,23.0,0,Normal
167359,915358.0,,,,,,,False,False,,,False,24.0,25.0,0,Normal
167359,915360.0,,,,,,,False,False,,,False,23.0,26.0,0,Normal
167359,918452.0,,,,,,,False,False,,,False,31.0,23.0,0,Normal
167359,921316.0,,,,,,,False,False,,,False,6.0,26.0,0,Normal
167359,924356.0,,,,,,,False,False,,,False,26.0,24.0,0,Normal
167445,920706.0,,,,,,,False,False,,,False,3.0,13.0,0,Normal
167445,920720.0,35.0,0.0,0.04504504504504504,0.04504504504504504,1.0,0.2013598829171266,False,False,31.0,46.0,False,19.5,10.0,0,Normal
167445,920726.0,,,,,,,False,False,,,False,7.0,15.0,0,Normal
167445,920728.0,37.0,0.08108108108108109,0.01834862385321101,-0.06273245722787008,-3.418918918918919,0.06983795401877757,False,False,68.0,35.0,False,5.0,14.0,0,Normal
167445,920732.0,,,,,,,False,False,,,False,11.5,13.0,0,Normal
167445,920838.0,,,,,,,False,False,,,False,21.0,10.0,0,Normal
167445,920852.0,40.0,0.05,0.02830188679245283,-0.021698113207547172,-0.7666666666666667,0.5202473527257014,False,False,52.0,35.0,False,37.5,11.0,0,Normal
167445,921062.0,34.0,0.0,0.044642857142857144,0.044642857142857144,1.0,0.20996293428760626,False,False,32.0,48.5,False,,,0,Normal
167487,914050.0,,,,,,,False,False,,,False,24.0,151.0,0,Normal
167487,914052.0,,,,,,,False,False,,,False,201.0,24.0,0,Normal
167497,921116.0,,,,,,,False,False,,,False,13.0,17.0,0,Normal
167497,924928.0,,,,,,,False,False,,,False,6.0,17.0,0,Normal
167497,924930.0,,,,,,,False,False,,,False,22.0,14.5,0,Normal
167497,924934.0,,,,,,,False,False,,,False,89.0,15.0,0,Normal
167497,924940.0,,,,,,,False,False,,,False,21.5,15.5,0,Normal
167497,924948.0,,,,,,,False,False,,,False,24.5,15.5,0,Normal
167497,924950.0,,,,,,,False,False,,,False,46.0,14.0,0,Normal
167497,924952.0,,,,,,,False,False,,,False,13.0,17.0,0,Normal
167497,924958.0,,,,,,,False,False,,,False,30.0,14.5,0,Normal
167497,924960.0,,,,,,,False,False,,,False,29.0,15.0,0,Normal
167497,932836.0,,,,,,,False,False,,,False,34.5,14.5,0,Normal
167521,919790.0,59.0,0.0,0.01680672268907563,0.01680672268907563,1.0,0.31661830592412976,False,False,951.0,372.0,False,,,0,Normal
167521,919792.0,57.0,0.017543859649122806,0.008264462809917356,-0.00927939683920545,-1.1228070175438594,0.5836849957963415,False,False,372.0,754.0,False,7.0,4.0,0,Normal
167521,919794.0,32.0,0.03125,0.00684931506849315,-0.02440068493150685,-3.5625000000000004,0.23561430316278653,False,False,953.0,364.0,False,,,0,Normal
167521,944808.0,30.0,0.0,0.013513513513513514,0.013513513513513514,1.0,0.5219632700350266,False,False,8.0,652.0,False,,,0,Normal
